"","title","price","age","height","source"
"826","True Allrounder",7950,7,16.3,"Horse and Hound"
"827","Honest Allrounder",4500,6,16,"Horse and Hound"
"828","Colt by Plot Blue",8500,3,16.3,"Horse and Hound"
"829","Wow",4500,6,14.2,"Horse and Hound"
"830","Mare",3500,13,13.2,"Horse and Hound"
"831","8YO LUSITANO GELDING",6000,8,16.2,"Horse and Hound"
"832","Brilliant Allrounder",4950,6,13.3,"Horse and Hound"
"833","MW Hunter/Eventer",7950,8,16.3,"Horse and Hound"
"834","14.2 Sports pony",4200,6,14.2,"Horse and Hound"
"835","4 year old Warmblood",3000,4,16.2,"Horse and Hound"
"836","Filly out of BIG STAR",7000,2,16.1,"Horse and Hound"
"837","Beautiful Irish Cob",6000,10,15.2,"Horse and Hound"
"838","Connemara x TB",6250,9,14.2,"Horse and Hound"
"839","Stunning Dressage",7800,4,16,"Horse and Hound"
"840","Beautiful Bays",1050,5,14.2,"Horse and Hound"
"841","Exciting prospect",9000,5,16.1,"Horse and Hound"
"842","Stunning Appaloosa",7500,4,16.2,"Horse and Hound"
"843","16hh Irish Cob",6500,9,16,"Horse and Hound"
"844","Traditional Cob",2500,7,13.3,"Horse and Hound"
"845","THOROUGHBRED EVENTER",6000,6,16.2,"Horse and Hound"
"846","Welsh Yearling Filly",1500,1,14.2,"Horse and Hound"
"847","Companion horse",200,17,16,"Horse and Hound"
"848","Exciting 5 year old",20000,5,17.1,"Horse and Hound"
"849","Superstar",10500,10,16.3,"Horse and Hound"
"850","16.2h 10yo LUSITANO",25000,9,16.2,"Horse and Hound"
"851","Stunning pony",2300,11,12.2,"Horse and Hound"
"852","Smart Yearling Colt",4500,10,15.3,"Horse and Hound"
"853","New Forest",3750,12,13.2,"Horse and Hound"
"854","Connemara X",3250,3,14.2,"Horse and Hound"
"855","Top class filly",4500,2,16,"Horse and Hound"
"856","Quality Dressage Horse",12000,7,17.1,"Horse and Hound"
"857","5y/o coloured mare",900,5,11,"Horse and Hound"
"858","Black PRE 3yo Filly to make 16hh",4750,3,15.3,"Horse and Hound"
"859","Schoolmaster",25000,10,16.3,"Horse and Hound"
"860","15.2 5 yo",5500,5,15.2,"Horse and Hound"
"861","Stunning Schoolmaster",2500,17,16.2,"Horse and Hound"
"862","Obos Quality Mare",9750,6,17,"Horse and Hound"
"863","irish sport horse",5000,7,15.3,"Horse and Hound"
"864","Dressage Gelding",5000,13,16.1,"Horse and Hound"
"865","Superb foal",3000,2,16.2,"Horse and Hound"
"866","Smart Colt",3000,3,16.2,"Horse and Hound"
"867","Stunning colt",4500,2,16.2,"Horse and Hound"
"868","Hunter/Showjumper",5500,9,16.1,"Horse and Hound"
"869","STRIKING BLACK MARE",4000,4,15,"Horse and Hound"
"870","Stunning Project",2500,7,14,"Horse and Hound"
"871","Quality mare",3500,8,16.2,"Horse and Hound"
"872","16.2 8yrs Gelding",6750,8,16.2,"Horse and Hound"
"873","Potential Show Cob",2000,4,13,"Horse and Hound"
"874","Stunning Donfrederic 7yo mare",15000,7,15.3,"Horse and Hound"
"875","Irish Hunt horse",5500,11,16.2,"Horse and Hound"
"876","Top jumping line",5000,1,16.2,"Horse and Hound"
"877","Stunning filly",4000,2,16.2,"Horse and Hound"
"878","Lusitano Mare",10000,9,16,"Horse and Hound"
"879","Lusitano Gelding",12750,4,16.2,"Horse and Hound"
"880","Potential Competition Pony",2500,4,13,"Horse and Hound"
"881","Potential Show/ BS",3500,12,12.2,"Horse and Hound"
"882","FUTURE STAR",7500,3,16,"Horse and Hound"
"883","Showjumping Foal",2500,3,16.3,"Horse and Hound"
"884","Future pony star",2000,3,14.2,"Horse and Hound"
"885","Stunning 2yo E/SJ",6000,2,16.2,"Horse and Hound"
"886","Competition Pony",6000,8,14.1,"Horse and Hound"
"887","15.3h lovely mare",4950,5,15.3,"Horse and Hound"
"888","2 cheeky ponies",1500,7,12,"Horse and Hound"
"889","YEH Prospect",7000,3,16.2,"Horse and Hound"
"890","Stunning Dun Competition Pony",5500,10,14.2,"Horse and Hound"
"891","Quality ID X TB Colt",5000,5,16,"Horse and Hound"
"892","12h Skewbald filly",700,3,12,"Horse and Hound"
"893","3yo Mare by Balou Star",6500,3,16.1,"Horse and Hound"
"894","Nu flow",4250,9,14.1,"Horse and Hound"
"895","Super Jumper & Mover",3000,1,16.2,"Horse and Hound"
"896","Top Jumping Foal",3000,1,16.2,"Horse and Hound"
"897","Hunt/event type",7000,10,14.3,"Horse and Hound"
"898","Serious jumping pony",8000,11,14.2,"Horse and Hound"
"899","Smart Show Hunter",2000,4,13,"Horse and Hound"
"900","Small Hunter",6000,14,15.2,"Horse and Hound"
"901","Hunter/Endurance",4500,11,14.2,"Horse and Hound"
"902","14’2 gelding",4250,9,14.2,"Horse and Hound"
"903","Stunning 15.3hh 9yo pocket rocket event horse",10000,9,15.3,"Horse and Hound"
"904","15.1 11yo ISH",7000,11,15.1,"Horse and Hound"
"905","Super Smart Gelding",10000,10,16.3,"Horse and Hound"
"906","Mare and Foal",3200,6,14.2,"Horse and Hound"
"907","Stunning Dun Filly",3800,2,16,"Horse and Hound"
"908","Beautiful Dun Filly",3800,2,16,"Horse and Hound"
"909","16.1hh TB Gelding",4500,3,16.1,"Horse and Hound"
"910","Glorious Palomino Filly",6000,1,16.1,"Horse and Hound"
"911","Reg Welsh part bred",1450,2,15,"Horse and Hound"
"912","Reg Welsh cob sec d",1750,2,15,"Horse and Hound"
"913","Full of Promise!",6500,1,16.2,"Horse and Hound"
"914","Miniature & Foal",1200,15,9,"Horse and Hound"
"915","Miniature Shetland",700,6,9,"Horse and Hound"
"916","Cob X Foal",300,6,14.1,"Horse and Hound"
"917","Cob X Filly",400,6,14.1,"Horse and Hound"
"918","American Paint X Cob",300,6,14.1,"Horse and Hound"
"919","WINNETOU",5000,11,16,"Horse and Hound"
"920","Poetry in Motion!",7500,2,16.2,"Horse and Hound"
"921","GFS Firefly",5000,2,16.1,"Horse and Hound"
"922","GFS Rocketman",5500,3,16.3,"Horse and Hound"
"923","Superb Palomino filly",6000,3,16.3,"Horse and Hound"
"924","Amateurs dream horse",15000,12,17.1,"Horse and Hound"
"925","Impressive Sport Horse Colt",5000,3,16.3,"Horse and Hound"
"926","Welsh Section D SJ/E",6250,5,14.2,"Horse and Hound"
"927","Talented 15.1 hh Arab",2500,5,15.1,"Horse and Hound"
"928","Yearling Filly",2500,1,15.2,"Horse and Hound"
"929","Beautiful Mare for sale",6250,7,14.1,"Horse and Hound"
"930","Striking 10yo Hanoverian Dressage mare.",8500,10,16.2,"Horse and Hound"
"931","QUALITY SMALL HORSE",8000,9,15.3,"Horse and Hound"
"932","Registered Connie",6500,4,15,"Horse and Hound"
"933","Coloured show cob",1000,5,13,"Horse and Hound"
"934","Fun safe all-rounder",3950,9,14.1,"Horse and Hound"
"935","Quality 14hh Dun Connemara",6150,6,14,"Horse and Hound"
"936","By Mayway Masterpiece",5000,3,15.2,"Horse and Hound"
"937","Show jumping pony",4000,14,13.1,"Horse and Hound"
"938","Serious Jumper, All Rounder Superstar and a Best Friend",12000,14,14.1,"Horse and Hound"
"939","Super Yearling Colt",8000,1,16.1,"Horse and Hound"
"940","Ferrara iv",10000,8,16.2,"Horse and Hound"
"941","Irish Mare 7yrs",3995,7,15.2,"Horse and Hound"
"942","Jumping Gentleman",8000,9,16.3,"Horse and Hound"
"943","Top Quality Homebred by Mylord Carthago",9000,3,15.3,"Horse and Hound"
"944","Top Quality Homebred by Old Chap Tame",7750,4,17.1,"Horse and Hound"
"945","Quality 4yo",8000,4,15,"Horse and Hound"
"946","Section D mare",2500,7,13.3,"Horse and Hound"
"947","Handsome gelding",4000,7,15.3,"Horse and Hound"
"948","Stunning RC/PC prospect!",3500,5,15.2,"Horse and Hound"
"949","Yearling SJ Prospect",5750,1,16.2,"Horse and Hound"
"950","3yo gelding by Schwarzgold",10000,3,16.2,"Horse and Hound"
"951","4yo eventer",20000,4,16.3,"Horse and Hound"
"952","Contiki",12000,2,16.2,"Horse and Hound"
"953","Ladies Hunter",5995,11,15.3,"Horse and Hound"
"954","Yearling Filly",2000,1,16.2,"Horse and Hound"
"955","Yearling eventer",1950,1,16.1,"Horse and Hound"
"956","3yo 11.2 Gelding",400,3,11.2,"Horse and Hound"
"957","MR BADGER",2500,5,13.1,"Horse and Hound"
"958","Stunning Welsh A",600,7,11,"Horse and Hound"
"959","Black cob gelding",2000,4,14.3,"Horse and Hound"
"960","Showjumping Filly",3000,3,16.2,"Horse and Hound"
"961","Competition pony",1500,2,14.2,"Horse and Hound"
"962","Eventing prospect",7500,10,17,"Horse and Hound"
"963","17 hds 5 Yrs bay gelding by Chagall / why me",9500,5,17,"Horse and Hound"
"964","STEEL GREY CEVIN Z GELDING 16.2 EVENT/ bs",16500,7,16.2,"Horse and Hound"
"965","Lovely Sensible Cob",5500,13,15,"Horse and Hound"
"966","Potential Top Class Competition Pony- Full Connemara 4yo 14.1hh.",6750,4,14.1,"Horse and Hound"
"967","16.2 black gelding",4000,14,16.2,"Horse and Hound"
"968","3 y/o Ish x ID",4750,3,15.2,"Horse and Hound"
"969","15.3 show jump/event",9500,8,15.3,"Horse and Hound"
"970","Dun Connemara x TB",4250,3,14.1,"Horse and Hound"
"971","Blue and white 13.2",3000,3,13.2,"Horse and Hound"
"972","4x winner inc last time out under rules",8000,10,16.1,"Horse and Hound"
"973","STUNNING cob",2700,4,14,"Horse and Hound"
"974","Talented 5yr old",6000,5,16.3,"Horse and Hound"
"975","Quality 5yr old, 16.2hh",8000,5,16.2,"Horse and Hound"
"976","16.2 IDxTB mare",6500,12,16.2,"Horse and Hound"
"977","Welsh Sec B",1800,3,13.1,"Horse and Hound"
"978","American Shetland",650,4,11,"Horse and Hound"
"979","Eventer / Allrounder",4950,13,16.1,"Horse and Hound"
"980","Section B Mare",1300,6,12.2,"Horse and Hound"
"981","Stunning filly",950,1,15,"Horse and Hound"
"982","Badminton Horse",8000,5,16.3,"Horse and Hound"
"983","14hh 4yr old skewbald mare. Huge scope",3500,4,14,"Horse and Hound"
"984","3 YO Arab Gelding",1500,3,14.2,"Horse and Hound"
"985","Stunning Arab colt",2500,1,15,"Horse and Hound"
"986","Stunning 3YO filly",1750,3,14,"Horse and Hound"
"987","classy dressage mare",7500,8,16.1,"Horse and Hound"
"988","Sweet Irish gelding",6000,8,16.1,"Horse and Hound"
"989","Top show pony",1000,2,13,"Horse and Hound"
"990","Yearling filly",1800,1,14.2,"Horse and Hound"
"991","BS Pony",4950,7,14,"Horse and Hound"
"992","STUNNING gelding",2700,4,14,"Horse and Hound"
"993","Symths little buddy",3000,10,12.2,"Horse and Hound"
"994","RID Colt",2500,1,15.2,"Horse and Hound"
"995","RID Filly",2500,2,15.1,"Horse and Hound"
"996","Draught Gelding",5000,3,16.2,"Horse and Hound"
"997","16.2h Show jumper",8000,14,16.2,"Horse and Hound"
"998","Super Smart Homebred",12000,7,16,"Horse and Hound"
"999","Argento filly.",6000,1,16.2,"Horse and Hound"
"1000","Irish Sports Horse",7000,8,15.1,"Horse and Hound"
"1001","Superb showjumper",25000,10,17.1,"Horse and Hound"
"1002","Top Catch WHP/PC",7500,9,13.3,"Horse and Hound"
"1003","Proven 2* Eventer with unlimited potential",17500,10,17,"Horse and Hound"
"1004","Top Quality Young Horse",12000,6,16,"Horse and Hound"
"1005","dun WPB mare",3000,5,13,"Horse and Hound"
"1006","Competitive Eventer",13950,14,16.2,"Horse and Hound"
"1007","SUPERB 2 YEAR OLD",1600,2,14,"Horse and Hound"
"1008","HOME-BRED WELSH SECTION B MARE",1300,4,13.1,"Horse and Hound"
"1009","Dolphins Rising Star",4500,1,15,"Horse and Hound"
"1010","2YO Gelding",3500,2,16.2,"Horse and Hound"
"1011","Small Hunter mare",8000,11,15.2,"Horse and Hound"
"1012","Holsteiner",6250,14,17,"Horse and Hound"
"1013","16’3 7 year old",5000,7,16.3,"Horse and Hound"
"1014","TB X Trakehner",3000,4,15.3,"Horse and Hound"
"1015","PATENT SAFETY HOMEBRED WITH TALENT TO GO TO THE TOP",25000,4,16.2,"Horse and Hound"
"1016","BENNY",7000,10,15.2,"Horse and Hound"
"1017","Jumping mare",7500,7,14.2,"Horse and Hound"
"1018","Top Quality Mare",10000,6,16.2,"Horse and Hound"
"1019","Potential FEI pony",7500,5,14.2,"Horse and Hound"
"1020","Eventer en route!",2900,16,16,"Horse and Hound"
"1021","Indi",5000,5,15.2,"Horse and Hound"
"1022","MR WIZARD",8500,8,16.2,"Horse and Hound"
"1023","Coloured Mare",995,13,13.2,"Horse and Hound"
"1024","Ivy",6000,5,17,"Horse and Hound"
"1025","Small tour horse, schooling GP, ideal YR. By 007, amazing temperament.",35000,14,16.1,"Horse and Hound"
"1026","Stunning mare",7500,8,15.3,"Horse and Hound"
"1027","Dressage colt foal",5500,3,15.3,"Horse and Hound"
"1028","Stunning filly foal",4500,2,16.1,"Horse and Hound"
"1029","Jumping Machine",2750,16,12.2,"Horse and Hound"
"1030","Super 15.1hh Connemara.",6995,5,15.1,"Horse and Hound"
"1031","Stunning black mare",2000,4,14,"Horse and Hound"
"1032","PONY CLUB ALLROUNDER",3750,11,12.2,"Horse and Hound"
"1033","Sj pony for sale",5000,14,13.2,"Horse and Hound"
"1034","Super connemara mare",10500,7,13.2,"Horse and Hound"
"1035","Jemima",2500,1,16,"Horse and Hound"
"1036","Stunning Schoolmaster",10000,11,16.2,"Horse and Hound"
"1037","Fantastic all round pony",9500,8,14,"Horse and Hound"
"1038","16H Cremello",15500,4,16,"Horse and Hound"
"1039","Talented Gentleman",8000,9,16.3,"Horse and Hound"
"1040","Fantastic 12hh pony",1500,19,12,"Horse and Hound"
"1041","Captain - stunning dun!",4950,5,14.2,"Horse and Hound"
"1042","Registered Purebred Arabian 100% Crabbet",2250,5,14.2,"Horse and Hound"
"1043","14.2 Reg Con geld",6000,4,14.2,"Horse and Hound"
"1044","Summer project",2850,5,15.2,"Horse and Hound"
"1045","Comp/PC Reg Connie",8500,14,14,"Horse and Hound"
"1046","Cob filly foal to make 14.2/15hh",750,3,14.2,"Horse and Hound"
"1047","Forever home wanted",5500,9,17.1,"Horse and Hound"
"1048","Superb Lusitano",15000,8,16.3,"Horse and Hound"
"1049","16hh 5 year old Irish x mare",5500,5,16,"Horse and Hound"
"1050","Stunning 16.2hh",4000,13,16.2,"Horse and Hound"
"1051","2YO Colt",3500,2,16.2,"Horse and Hound"
"1052","RARE FIND Striking Irish Cob",7000,14,16.2,"Horse and Hound"
"1053","Berry - beautiful coloured mare!",4500,11,15.1,"Horse and Hound"
"1054","PROJECT MARE - SMART QUALITY WELSH SECTION D",1495,13,15,"Horse and Hound"
"1055","FEI Potential Event Pony",25000,8,14.2,"Horse and Hound"
"1056","Dressage Prospect",15000,4,16.2,"Horse and Hound"
"1057","2 Y/O Filly for sale",500,2,13.2,"Horse and Hound"
"1058","Top Class M&M WHP",6000,12,14,"Horse and Hound"
"1059","Super Smart Hunter",3000,12,16,"Horse and Hound"
"1060","Estella",4500,1,16.2,"Horse and Hound"
"1061","Stunning young warmblood",4500,8,16,"Horse and Hound"
"1062","Talented Dressage Pony",5500,9,14.2,"Pony Club"
"1063","13.2hh 5yrs beautiful piebald mare",2750,5,13.2,"Pony Club"
"1064","Very special 12.2hh school master",2850,18,12.2,"Pony Club"
"1065","Fantastic,talented,bs , top pc/rc 148 11y gelding",11000,11,14.3,"Pony Club"
"1066","Very reluctant sale of our super fun pony
This listing is marked as sold.",2000,17,13.2,"Pony Club"
"1067","Fun safe loving 14.2 7yrs family/ PC pony. Home bred",7500,7,14.2,"Pony Club"
"1068","Talented, honest showjumper",15000,12,16.1,"Pony Club"
"1069","Eye catching 15.3 Irish Draught gelding.
This listing is marked as sold.",8000,11,15.3,"Pony Club"
"1070","12.3hh forward second pony loves to jump push button pony",1800,14,12.3,"Pony Club"
"1071","Pony Club Pony
This listing is marked as sold.",6500,14,14.2,"Pony Club"
"1072","Glynceirch Arwel - Fun, versatile and loving Welsh Sec C 8 years old 13.1 hh",5500,8,13.1,"Pony Club"
"1073","Stunning top quality SJ / Eventer",12000,8,14.2,"Pony Club"
"1074","Potential Top PC Competition Pony, 13.2 hh 8yr gelding",4750,8,13.2,"Pony Club"
"1075","Fun loving 14.2 8yo mare",4500,8,14.2,"Pony Club"
"1076","13.2 hh 12 year old gelding “Fred”
This listing is marked as sold.",4200,12,13.2,"Pony Club"
"1077","Connemara Pony",7500,6,14.2,"Pony Club"
"1078","Chilled Showjumper KL Element by Graf Quindam",11500,11,16.2,"Pony Club"
"1079","**PONY CLUB SCHOOLMASTER FOR SALE**",4000,17,14.3,"Pony Club"
"1080","Superb Competition Pony 14.2 Piebald",8000,15,14.2,"Pony Club"
"1081","14.1hh Pony Club Pony",3500,14,14.1,"Pony Club"
"1082","BARFIELDS TAVY, A 2 Y/O DARK BAY GELDING",995,1,14.1,"Horsemart"
"1083","WOULD YOU LIKE TO BREED YOUR OWN FOAL - MARES AVAILABLE WHICH CAN BE COVERED BY STUD STALLION",1495,1,0,"Horsemart"
"1084","Stunning Quality Connemara",2500,1,0,"Horsemart"
"1085","172cm Scopey 2*/1.30m horse",27000,1,0,"Horsemart"
"1086","Brave Irish Hunter",5500,1,0,"Horsemart"
"1087","Irish Sports Horse Filly",1450,1,16.2,"Horsemart"
"1088","Dark Bay Irish Sports Horse Filly",1450,1,16.2,"Horsemart"
"1089","Super 14.1 Connemara Event Pony 13yrs",5500,1,0,"Horsemart"
"1090","13hh Jumping pony/ Allrounder",3500,1,0,"Horsemart"
"1091","LORD LEATHERDALE, NEGRO, SANDRO HIT, DIMAGGIO - Fab Dressage 2020 Filly",7500,1,17,"Horsemart"
"1092","FRANZ FERDINAND x DANCIER x BELISSIMO M, Beautiful 2020 Filly",7500,1,16.2,"Horsemart"
"1093","Quality IDSH Filly",3000,1,16.2,"Horsemart"
"1094","Future star connemara",4500,1,14.1,"Horsemart"
"1095","Magef May Flower",550,1,11.3,"Horsemart"
"1096","Extremely attractive yearling filly",1100,1,0,"Horsemart"
"1097","Coloured filly foal superb breedings",2500,1,15,"Horsemart"
"1098","12.2 companion pony",200,1,0,"Horsemart"
"1099","Serious event prospect by Silvester",5750,1,16.2,"Horsemart"
"1100","stunning JAMESON RS2 filly",10000,1,16.2,"Horsemart"
"1101","14 hh Irish Gelding",3250,1,0,"Horsemart"
"1102","WELSH SEC D GELDING",6500,1,0,"Horsemart"
"1103","Good Big Strong Boned Irish Draught Filly",2250,1,16.2,"Horsemart"
"1104","Connemara x Cob yearling Filly",1250,1,15.2,"Horsemart"
"1105","Rose Grey Irish Draught x Connemara yearling Filly",1750,1,15.2,"Horsemart"
"1106","Beautiful 14.2hh Fell X Connemara schoolmistress For Sale",1950,1,0,"Horsemart"
"1107","Irish Draught x Connemara Dun yearling Filly",1750,1,15.2,"Horsemart"
"1108","Irish Draught x Connemara yearling Filly",1750,1,15.2,"Horsemart"
"1109","Loving Home awaits",5000,1,15,"Horsemart"
"1110","Quality Showjumper/ All-rounder",5950,1,16.1,"Horsemart"
"1111","Registered Irish Draught X Connemara Filly To Mature 16 hh",2250,1,16,"Horsemart"
"1112","Ideal All Rounder",4000,1,14.3,"Horsemart"
"1113","Stunning yearling by SSF Romeo (Negro)",3250,1,0,"Horsemart"
"1114","Riding 2yrs Gelding Sandro Hit lines",4995,1,16.2,"Horsemart"
"1115","Quality Sportshorse SJ/ Event/ Dressage",12950,1,0,"Horsemart"
"1116","Big strong colt",5500,1,0,"Horsemart"
"1117","Part Bred Cleveland Bay",2250,1,0,"Horsemart"
"1118","TOP DRESSAGE PROSPECT",5500,1,14.3,"Horsemart"
"1119","Stunning Warmblood yearling filly",2500,1,16.2,"Horsemart"
"1120","Homebred Sports Horse (2019) filly 2 make 16hh by Dick Z",2000,1,16,"Horsemart"
"1121","Exceptional showjump/event filly foal",3750,1,16.1,"Horsemart"
"1122","Homebred warmblood 2019 colt to make 16:2hh proven breeding",3000,1,16.2,"Horsemart"
"1123","Super athletic bay warmblood colt",2200,1,16,"Horsemart"
"1124","Mother Daughtet share / Pony clubber",6500,1,15,"Horsemart"
"1125","Striking Coloured Yearling Filly",2750,1,16.2,"Horsemart"
"1126","Super quality eventer/all rounder",2500,1,16.2,"Horsemart"
"1127","Absolutely Outstanding Colt",2650,1,16,"Horsemart"
"1128","One of a Kind Sports Filly",3000,1,16,"Horsemart"
"1129","SOLD Very Well Bred Pure Irish Draught Colt",2500,1,16,"Horsemart"
"1130","Registered Irish Draught X Connemara Gelding To Mature 16 hh",2250,1,16,"Horsemart"
"1131","Noah semi long haired cream dun",450,1,10,"Horsemart"
"1132","Noble cream dun",450,1,11,"Horsemart"
"1133","Super Dressage Prospect Horse",3500,1,16,"Horsemart"
"1134","Beautiful 15hh coloured gelding SOLD",3000,1,15,"Horsemart"
"1135","ISH yearling gelding",2500,1,0,"Horsemart"
"1136","Fantastic performance horse for the future",2250,1,0,"Horsemart"
"1137","Fantastic all rounder pony for sale based in Worcestershire",2600,1,12.3,"Horsemart"
"1138","Dark bay colt",2300,1,13.2,"Horsemart"
"1139","Stunning chestnut yearling. By the Dimaggio x Floristan son Diaggio out of a Breitling x Blue hors cavan mare.",7500,1,0,"Horsemart"
"1140","*sold deposit taken* Smart yearling filly WBxISH",1800,1,16.1,"Horsemart"
"1141","Well bred part bred filly",1950,1,16,"Horsemart"
"1142","17hh chestnut gelding",5000,1,17,"Horsemart"
"1143","Superb yearling colt from ORNITA's line - ISJ 1.60m and FEI dressage",4500,1,16.2,"Horsemart"
"1144","Dianna is a Dun and white, Connemara x cob",2250,1,15.2,"Horsemart"
"1145","SCOPEY TALENTED YOUNG MARE",12500,1,16.1,"Horsemart"
"1146","Silver Dun Dapple Yearling Gelding to make 14hh",1450,1,14,"Horsemart"
"1147","Registered Irish Draught x Draught Yearling Gelding To Make 16 hh",2250,1,16,"Horsemart"
"1148","Hunt Hirelings available",200,1,0,"Horsemart"
"1149","Big chestnut colt",8400,1,15.3,"Horsemart"
"1150","Young Horse with an Excellent Attitude to Work",8700,1,16.2,"Horsemart"
"1151","SOLD - 14.3hh chestnut gelding, 14 years old",3000,1,0,"Horsemart"
"1152","STUNNING BLACK 2020 FILLY - With excellent breeding!!",6500,1,0,"Horsemart"
"1153","12.2 all-round pony",1800,1,12.2,"Horsemart"
"1154","yearling sport horse filly",3000,1,16.1,"Horsemart"
"1155","SOLD SOLD SOLD",999,1,0,"Horsemart"
"1156","Dun & White Spotted Yearling Gelding To Make 15.2 hh",1550,1,15.2,"Horsemart"
"1157","14.1hh approx 4yo grey Connemara cross gelding",3900,1,0,"Horsemart"
"1158","Irish Draught Sport Horse foals for sale",1500,1,0,"Horsemart"
"1159","PROVEN WINNER IN THE SHOW RING",5200,1,0,"Horsemart"
"1160","Filly foal by Bazaars Chief",3000,1,16.1,"Horsemart"
"1161","SERIOUS EVENT PONY!",9000,1,14.2,"Horsemart"
"1162","Lovely Welsh Section C Yearling Filly Show Quality -DEPOSIT TAKEN",750,1,0,"Horsemart"
"1163","Lovely Welsh Section C Filly Foal -DEPOST TAKEN",650,1,0,"Horsemart"
"1164","13.1 Pony Club Pony",1000,1,13.1,"Horsemart"
"1165","Arab x warm blood",1700,1,15.1,"Horsemart"
"1166","1 year-old - P.R.E. - Gelding - 1594 hh - Spain",40,1,0,"Horsemart"
"1167","Elite Oldenburg Dressage Colt by Danzador",7000,1,16.2,"Horsemart"
"1168","Quality Dressage Colt by Fashion in Black",4900,1,16.2,"Horsemart"
"1169","2109 Dressage bred Colt by Spielberg",4500,1,16.2,"Horsemart"
"1170","Top Class 2017 Colt by Royaldik",4000,1,16,"Horsemart"
"1171","Top class 2017 Filly Ampere x Christ",4500,1,16.2,"Horsemart"
"1172","14.3 gelding all rounder",2500,1,0,"Horsemart"
"1173","Pretty Skewbald - 3 years old",1650,1,0,"Horsemart"
"1174","Dartmoor hill pony",550,1,13.1,"Horsemart"
"1175","Dartmoor hill pony",550,1,13.2,"Horsemart"
"1176","Irish Tbx 16.1hh+",2000,1,16.1,"Horsemart"
"1177","15.2 Warmblood Gelding - Eventer/ Pony Club / Allrounder",2000,1,15.2,"Horsemart"
"1178","**registered Irish Draught, 16.3+ **",3650,1,0,"Horsemart"
"1179","Smart young horse",7985,1,0,"Horsemart"
"1180","138cm Show Pony",5500,1,13.2,"Horsemart"
"1181","Exceptional Coloured Filly Foal Fantastic Show Prospect",2800,1,0,"Horsemart"
"1182","Fantastic filly by Silvester",7000,1,16.2,"Horsemart"
"1183","!!!Stunning Colt foal Future Eventer!!!",2200,1,0,"Horsemart"
"1184","Horse for sale",450,1,0,"Horsemart"
"1185","15.2 hh chesnut mare",2500,1,0,"Horsemart"
"1186","Horses Wanted MTF Cobs",1000,1,0,"Horsemart"
"1187","Hard sort to find",3600,1,0,"Horsemart"
"1188","CHEEKY VIMTO HIVICS",1600,1,13.2,"Horsemart"
"1189","Beautiful Irish Sports Mare",3750,1,0,"Horsemart"
"1190","Proven first ridden wanted",1000,1,0,"Horsemart"
"1191","*** TOP CLASS SECTION D FILLY ***",1600,1,13,"Horsemart"
"1192","Minature shetland filly IMPHS registered",500,1,0,"Horsemart"
"1193","⭐️Looking for a new best friend⭐️",4750,1,0,"Horsemart"
"1194","San Lorenzo- Stunning colt available at weaning",5500,1,16.3,"Horsemart"
"1195","Superb Black Oldenburg Filly",10000,1,16.3,"Horsemart"
"1196","2yo sports horse",1300,1,0,"Horsemart"
"1197","Stunning Gelding “Poppets Prince Ruben”",2500,1,12.2,"Horsemart"
"1198","Pretty Smokey black mini shetland filly",500,1,0,"Horsemart"
"1199","Mini traditional CHAPS registered colt foal",550,1,12.2,"Horsemart"
"1200","Handsome Arab Colt",1700,1,15.1,"Horsemart"
"1201","HORSES BOUGHT AND SOLD",1000,1,0,"Horsemart"
"1202","Stallions, gelding & mares",999,1,0,"Horsemart"
"1203","Top quality showing prospect",1200,1,13.2,"Horsemart"
"1204","Homebred warmblood 2019 filly to make 16:2hh proven breeding",4500,1,16.2,"Horsemart"
"1205","WANTED: girls dream horse",2000,1,0,"Horsemart"
"1206","Shetland x Welsh mountain",150,1,11.2,"Horsemart"
"1207","16HH Project mare",1500,1,16,"Horsemart"
"1208","Wanted best friend",3000,1,0,"Horsemart"
"1209","Stunning Hanoverian x Shire Horse Gelding for Sale",4500,1,17.2,"Horsemart"
"1210","13.3 hh 9-10 yo Piebald Cob Stallion",1250,1,0,"Horsemart"
"1211","13”2 gypsy vanner for sale",3000,1,0,"Horsemart"
"1212","Beautiful 15.2hh Tb mare.",3350,1,15.2,"Horsemart"
"1213","WANTED Confidence giving pony",2500,1,0,"Horsemart"
"1214","Beautiful Registered Welsh Section D filly",1500,1,14.2,"Horsemart"
"1215","Stunning 15.2 gelding WB x All Rounder",5000,1,15.2,"Horsemart"
"1216","Cosford snowstorm yearling",450,1,12,"Horsemart"
"1217","Looking to give a lovely horse a forever home",500,1,0,"Horsemart"
"1218","Straight forward, fun 14.3hh.",5750,1,14.3,"Horsemart"
"1219","Shovern On Ice",4750,1,0,"Horsemart"
"1220","Shire yearling colt",1800,1,0,"Horsemart"
"1221","Young donkeys - Maisie and Mason",1000,1,0,"Horsemart"
"1222","CHAPS & BPSA GRADED STALLION",5500,1,0,"Horsemart"
"1223","Sports horse mare",5500,1,0,"Horsemart"
"1224","16hh Bay gelding",1600,1,0,"Horsemart"
"1225","Fabulous Buckskin Filly Foal",2250,1,15.2,"Horsemart"
"1226","Stunning part bred welsh",4000,1,15.1,"Horsemart"
"1227","Stunning pony for sale",2000,1,13.2,"Horsemart"
"1228","Welsh sec C yearling colt",2200,1,0,"Horsemart"
"1229","Variety of horses and ponies",1000,1,0,"Horsemart"
